applicationNumber,animalclass,status,labelType,proprietaryName,fileName,bytes,ingredients,proprietary,bblabelId,indications
ANADA 200-096,Chickens,VFD,C,Sacox® / Terramycin®,UCM532546.pdf,,"Oxytetracycline,Salinomycin Sodium",,1035,"<p> <font size=""3""></font>For chickens as an aid in the reduction of mortality due to air-sacculitis (air sac infection) caused by<em> Escherichia coli </em>sensitive to oxytetracycline and for the prevention of coccidiosis caused by <em>Eimeria necatrix, E. tenella, E. acervulina, E. brunetti, E. mivati </em>and <em>E. maxima</em>. <font face=""Times New Roman,Times New Roman PS"" size=""3""><font face=""Times New Roman,Times New Roman PS"" size=""3""><i></i></font></font><font face=""Times New Roman,Times New Roman PS"" size=""3""><i></i></font><i></i></p>"
NADA 141-468,Broiler chickens,VFD,C,Stafac® and Bio-Cox®,UCM536712.pdf,,"Salinomycin Sodium,Virginiamycin",,197,"<p> <font size=""3""></font>For prevention of necrotic enteritis caused by <em>Clostridium perfringens </em>susceptible to virginiamycin and for the prevention of coccidiosis caused by<em> Eimeria tenella, E. necatrix, E. acervulina, E. maxima, E. brunetti</em>, and <em>E. mivati</em>. <font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font></font><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font><i></i></p>"
NADA 141-114,Broiler chickens,VFD,C,Aviax® and Stafac®,UCM430442.pdf,,"Semduramicin Sodium,Virginiamycin",,388,"<p> <font size=""3""></font>For the prevention of coccidiosis caused by <em>Eimeria tenella</em>,<em> E. acervulina</em>, <em>E. maxima, E. brunetti, E. necatrix, and E. mitis</em> and for prevention of necrotic enteritis caused by <em>Clostridium perfringens </em>susceptible to virginiamycin in broiler chickens. <font size=""3""></font></p>"
NADA 141-289,Broiler chickens,VFD,C,Aviax II® plus Stafac®,UCM430521.pdf,,"Semduramicin Sodium,Virginiamycin",,376,"<p> <font size=""3""></font>For the prevention of coccidiosis caused by <em>Eimeria tenella, E. acervulina, E. maxima, E. brunetti, E. necatrix</em>, and <em>E. mitis </em>and for prevention of necrotic enteritis caused by <em>Clostridium perfringens </em>susceptible to virginiamycin in broiler chickens. <font size=""3""></font></p>"
NADA 114-794,Broiler Chickens,OTC,C,Baciferm® / Amprol HI-E® Premix,N114794 Broiler Type C.pdf,,"Amprolium,Bacitracin Zinc,Ethopabate",,326,"<p> <font size=""3""></font>As an aid in the prevention of coccidiosis where severe exposure to coccidiosis from <em>Eimeria acervulina</em>, <em>E. maxima</em>, and <em>E. brunetti</em> is likely to occur and forÂ improved feed efficiency. <font size=""3""></font></p>"
NADA 036-304,Broiler and Replacement Chickens,OTC,B,Amprol HI-E® Plus,N036304S0022 8.pdf,,"Amprolium,Bacitracin methylenedisalicylate,Ethopabate",,6969,"<p><font size=""2""></font></p><p>Where immunity to coccidiosis is not desired; to aid in prevention of coccidiosis where severe exposure to coccidiosis from <em>Eimeria acervulina</em>, <em>E. maxima</em>, and <em>E. brunetti</em> is likely to occur; for increased rate of weight gain in broiler chickens raised in floor pens. </p>"
NADA 036-304,Broiler and Replacement Chickens,OTC,C,Amprol HI-E® Plus,N036304 Broiler and Replacement Chicken Type C.pdf,,"Amprolium,Bacitracin methylenedisalicylate,Ethopabate",,332,"<p> <font size=""2""></font>Where immunity to coccidiosis is not desired; to aid in prevention of coccidiosis where severe exposure to coccidiosis from <em>Eimeria acervulina</em>, <em>E. maxima</em>, and <em>E. brunetti</em> is likely to occur; for increased rate of weight gain in broiler chickens raised in floor pens. <font size=""2""></font></p>"
NADA 095-543,Broiler Chickens,OTC,B,"Amprol HI-E® & Bambermycins,Amprol HI-E® / Flavomycin®",N095543 Broiler Type B.pdf,,"Amprolium,Bambermycins,Ethopabate",,322,"<p> <font size=""2""></font>As an aid in the prevention of coccidiosis where severe exposure to coccidiosis from <em>Eimeria acervulina</em>, <em>E. maxima</em>, and <em>E. brunetti</em> is likely to occur; for increased rate of weight gain, and improved feed efficiency. Â <font size=""2""></font></p>"
NADA 095-543,Broiler Chickens,OTC,C,"Amprol HI-E® & Bambermycins,Amprol HI-E® / Flavomycin®",N095543 Broiler Type C.pdf,,"Amprolium,Bambermycins,Ethopabate",,324,"<p> <font size=""3""></font>As an aid in the prevention of coccidiosis where severe exposure to coccidiosis from <em>Eimeria acervulina</em>, <em>E. maxima</em>, and <em>E. brunetti</em> is likely to occur; for increased rate of weight gain, and improved feed efficiency. <font size=""3""></font></p>"
NADA 036-361,Broiler chickens,VFD,C,Amprol Plus® and Aureomycin®,UCM532494.pdf,,"Amprolium,Chlortetracycline,Ethopabate",,6431,"<p> <font size=""2""></font>For Broiler Chickens: Where immunity to coccidiosis is not desired: prevention of coccidiosis; treatment of chronic respiratory disease caused by strains of<em> M. gallisepticum </em>susceptible to chlortetracycline. <font size=""2""></font></p>"
NADA 141-466,Broiler chickens,VFD,C,Inteprity™ and Maxiban™,N141466 Inteprity Maxiban Combo BB 30Jul2019.pdf,,"Avilamycin,Narasin,Nicarbazin",,77,"<p> <font size=""3""></font>For the prevention of mortality caused by necrotic enteritis associated with <em>Clostridium perfringens</em>; and for the prevention of coccidiosis caused by <em>Eimeria necatrix, E. tenella, E. acervulina, E. brunetti, E. mivati</em>, and <em>E. maxima </em>in broiler chickens. <font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font></font><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font><i></i></p>"
NADA 140-926,Broiler Chickens,OTC,C,BMD® / Maxiban®,UCM207249.pdf,,"Bacitracin methylenedisalicylate,Narasin,Nicarbazin",,2982,"<p>For the prevention of coccidiosis caused by Eimeria tenella, E. necatrix, E. acervulina, E. maxima, E. brunetti, and E. mivati, and for increased rate of weight gain and improved feed efficiency in broiler chickens.<br/></p>"
NADA 141-124,Broiler Chickens,OTC,C,BMD® / Maxiban®,N141124 Broiler Chickens Type C.pdf,,"Bacitracin methylenedisalicylate,Narasin,Nicarbazin",,666,"<p> <font size=""2""></font>For the prevention of coccidiosis caused by <em>Eimeria tenella</em>, <em>E. necatrix</em>, <em>E. acervulina</em>, <em>E. maxima</em>, <em>E. brunetti</em>, and <em>E. mivati</em>; and as an aid in the control of necrotic enteritis caused or complicated by <em>Clostridium</em> spp. or other organisms susceptible to bacitracin methylene disalicylate. <font size=""2""></font></p>"
NADA 141-124,Broiler Chickens,OTC,C,BMD® / Maxiban®,N141124 Broiler Chickens Prevention Type C.pdf,,"Bacitracin methylenedisalicylate,Narasin,Nicarbazin",,667,"<p> <font size=""2""></font>For the prevention of coccidiosis caused by <em>Eirneria tenella</em>, <em>E. necatrix</em>, <em>E. acervulina</em>, <em>E. maxima</em>, <em>E. brunetti</em>, and <em>E. mivati</em>; and as an aid in the prevention of necrotic enteritis caused or complicated by <em>Clostridium</em> spp. or other organisms susceptible to bacitracin methylene disalicylate. <font size=""2""></font></p>"
NADA 141-529,Broiler chickens,OTC,C,Pennitracin MD® and Maxiban™,BlueBird_Pennitracin_and_Maxiban_Type_C_Broilers_ROWG-FE_Oct_2022.pdf,,"Bacitracin,Narasin,Nicarbazin",,11430,"<p>For increased rate of weight gain and improved feed efficiency, and for the prevention of coccidiosis caused by <i>Eimeria necatrix</i>, <i>E. tenella</i>, <i>E. acervulina</i>, <i>E. brunetti</i>, <i>E. mivati</i>, and <i>E. maxima</i> in broiler chickens.<br/></p>"
NADA 141-529,Broiler chickens,OTC,C,Pennitracin MD® and Maxiban™,BlueBird_Pennitracin_and_Maxiban_Type_C_Broilers_NE-P_Oct_2022.pdf,,"Bacitracin,Narasin,Nicarbazin",,11429,"<p>For the prevention of mortality caused by necrotic enteritis associated with <i>Clostridium perfringens</i>, and for the prevention of coccidiosis caused by <i>Eimeria necatrix</i>,<i> E. tenella</i>, <i>E. acervulina</i>, <i>E. brunetti</i>, <i>E. mivati</i>, and<i> E. maxima</i> in broiler chickens.<br/></p>"
NADA 140-942,Broiler Chickens,OTC,C,Flavomycin® / Maxiban®,N140942 Broiler Chicken Type C.pdf,,"Bambermycins,Narasin,Nicarbazin",,507,"<p>For the prevention of coccidiosis caused by <em>Eimeria necatrix</em>, <em>E. tenella</em>, <em>E. acervulina</em>,<em> E. brunetti</em>, <em>E. mivati</em>, and <em>E. maxima</em>, and for increased rate of weight gain and improved feed efficiency in broiler chickens. <font size=""3""></font></p><p></p><p></p>"
NADA 141-429,Broilers,VFD,C,Stafac® and Maxiban™,Stafac Maxiban Bluebird label revised March 2022.pdf,,"Narasin,Nicarbazin,Virginiamycin",,11307,"<p>For prevention of necrotic enteritis caused by <i>Clostridium perfringens</i> susceptible to virginiamycin and for the prevention of coccidiosis caused by <i>Eimeria necatrix</i>, <i>E. tenella</i>, <i>E. acervulina</i>, <i>E. brunetti</i>, <i>E. mivati</i>, and <i>E. maxima</i> in broiler chickens.<br/></p>"
NADA 012-350,Calves,OTC,B,"Amprol® 25% Type A Medicated Article,Corid® 25% Type A Medicated Article",N012350 Amprolium Type B Calves.pdf,,Amprolium,,187,"<p><font size=""3""></font></p><p>An aid in the prevention and treatment of coccldlosis caused by<em> Eimeria bovis </em>and<em> E. zurnii</em> in calves. </p>"
NADA 012-350,Calves,OTC,C,"Amprol® 25% Type A Medicated Article,Corid® 25% Type A Medicated Article",N012350 Amprolium Type C Calves.pdf,,Amprolium,,186,"<p><font size=""2""></font></p><p>An aid in the prevention and treatment of coccidiosis caused by <em>Eimeria bovis </em>and<em> E. zurnii</em> in calves. </p>"
NADA 033-165,Calves,OTC,C,"AMPROL® 128,Corid 20% Soluble Powder",033165 Amprolium Type C Medicated Feed for Calves.pdf,,Amprolium,,7681,"<p> <font size=""3""></font>An aid in the prevention and treatment of coccidiosis caused by<em> Eimeria bovis </em>and<em> E. zurnii</em> in calves. <font size=""3""></font></p>"
NADA 141-034,"Pasture cattle (slaughter, stacker and feeder cattle, and dairy and beef replacement heifers)",OTC,C,GAINPRO® 10,UCM257666.pdf,,Bambermycins,,2273,"<p> <font size=""2""></font>For increased rate of weight gain in pasture cattle (slaughter, stacker and feeder cattle, and dairy and beef replacement heifers). <font size=""2""></font></p>"
NADA 141-034,"Pasture cattle (slaughter, stocker and feeder cattle, and dairy and beef replacement heifers)",OTC,B,GAINPRO® 10,UCM495069.pdf,,Bambermycins,,2267,"<p> <font size=""2""></font>For increased rate of weight gain in pasture cattle (slaughter, stocker and feeder cattle, and dairy and beef replacement heifers). <font size=""2""></font></p>"
NADA 048-761,Beef and non-lactating dairy cattle,VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM367113.pdf,,Chlortetracycline,,1769,"<p>As an aid in the control of active infection of anaplasmosis caused by <em>Anaplasma marginale </em>susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 048-761,Beef cattle and dairy replacement heifers,VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",FINAL+2019-03-04+AUREOMYCIN+048-761+Beef+Cattle-BP350+Type+C.pdf,,Chlortetracycline,,1787,"<p> <font size=""3""></font>For the control of bacterial pneumonia associated with shipping fever complex caused by <em>Pasteurella</em> spp. susceptible to chlortetracycline in beef cattle and dairy replacement heifers.Â <font size=""3""></font></p>"
NADA 048-761,Beef cattle and dairy replacement heifers,VFD,B,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",Final 2019-03-04 AUREOMYCIN 048-761 Beef Cattle and DRH-BP350 Type B.pdf,,Chlortetracycline,,1790,"<p> <font size=""3""></font>For the control of bacterial pneumonia associated with shipping fever complex caused by <em>Pasteurella</em> spp. susceptible to chlortetracycline in beef cattle and dairy replacement heifers.<font size=""3""></font></p>"
NADA 048-761,"Calves, beef and non-lactating dairy cattle",VFD,B,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM366740.pdf,,Chlortetracycline,,769,"<p>Treatment of bacterial enteritis caused by <em>Escherichia coli </em>and bacterial pneumonia caused by <em>Pasteurella multocida </em>organisms susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 048-761,"Calves, beef and non-lactating dairy cattle",VFD,B,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM366743.pdf,,Chlortetracycline,,118,"<p>Treatment of bacterial enteritis caused by <em>Escherichia coli </em>and bacterial pneumonia caused by <em>Pasteurella multocida </em>organisms susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 048-761,"Calves, beef and non-lactating dairy cattle",VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM367105.pdf,,Chlortetracycline,,1771,"<p>Treatment of bacterial enteritis caused by Escherichia coli <em>and</em> bacterial pneumonia caused by <em>Pasteurella multocida </em>organisms susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 048-761,"Calves, beef and non-lactating dairy cattle",VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM367106.pdf,,Chlortetracycline,,1770,"<p>Treatment of bacterial enteritis caused by <em>Escherichia coli </em>and bacterial pneumonia caused by <em>Pasteurella multocida </em>organisms susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 138-935,"Calves, beef and non-lactating dairy cattle",VFD,C,"Pennchlor 50 G®,Pennchlor® 100 G™,Pennchlor® 100 Hi-Flo™,Pennchlor® 50™,Pennchlor® 90 G™",UCM533039.pdf,,Chlortetracycline,,1064,"<p> <font size=""3""></font>For the treatment of bacterial enteritis caused by<em> Escherichia coli </em>and bacterial pneumonia caused by <em>Pasteurella multocida </em>organisms susceptible to chlortetracycline in calves, beef and non-lactating dairy cattle. <font size=""3""></font></p>"
NADA 138-935,"For growing cattle, beef cattle, beef cattle (under 700 lbs), beef cattle (over 700 lbs); for calves, beef and nonlactating dairy cattle",VFD,B,"Pennchlor 50 G®,Pennchlor® 100 G™,Pennchlor® 100 Hi-Flo™,Pennchlor® 50™,Pennchlor® 90 G™",UCM533037.pdf,,Chlortetracycline,,1075,"<p>For Growing Cattle (over 400 lbs):  for the reduction of the incidence of liver abscesses. </p><p>For Beef Cattle: for the control of bacterial pneumonia associated with shipping fever complex<em> Pasteurella</em> spp. susceptible to chlortetracycline. </p><p>For Beef Cattle (under 700 lbs):  for the control of active infection of anaplasmosis caused by <em>Anaplasma marginale </em>susceptible to chlortetracycline. </p><p>For Beef Cattle (over 700 lbs): for the control of active infection of anaplasmosis caused by <em>Anaplasma marginale </em>susceptible to chlortetracycline. </p><p><b><font size=""3""></font></b><font size=""3""></font></p><p><font size=""3""><b></b></font>For Calves, Beef and Nonlactating Dairy Cattle: for the treatment of bacterial enteritis caused by <em>Escherichia coli </em>and bacterial pneumonia caused by<em> Pasteurella multocida </em>susceptible to chlortetracycline.</p><p></p><p></p>"
ANADA 200-510,Beef and non-lactating dairy cattle,VFD,C,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM423152.pdf,,Chlortetracycline,,2487,"<p>As an aid in the control of active infection of anaplasmosis caused by <em>Anaplasma marginale </em>susceptible to chlortetracycline. <font size=""1""></font></p>"
ANADA 200-510,Beef cattle and dairy replacement heifers,VFD,B,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",Type_B_Blue_Bird_Labeling_for_Deracin_Cattle_Feeds_April2020.pdf,,Chlortetracycline,,2494,"<p> <font size=""2""></font>For the control of bacterial pneumonia associated with shipping fever complex caused by <em>Pasteurella</em> spp. susceptible to chlortetracycline in beef cattle and dairy replacement heifers. <font size=""2""></font></p>"
